id,q-table
0,-13.96  -33.45  -15.62
1,-28.31  -25.58  -20.03
2,-16.82  -15.09  -12.65
3,-17.30  -18.97  -13.91
4,-33.08  -22.34  -28.68
5,-15.29  -12.13  -27.93
6,-15.07  -15.16  -15.09
7,-26.01  0.00  -20.37
8,-36.27  -23.31  -15.81
9,-33.52  -32.04  -22.51
10,-18.86  -17.44  -19.77
11,-29.66  -25.29  -27.14
12,-30.90  -19.05  -31.00
13,-17.66  -17.33  -12.83
14,-24.50  -11.84  -23.24
15,-22.49  -18.74  -20.64
16,-30.70  -31.48  -19.58
17,-21.25  -25.44  -16.01
18,-28.15  -27.97  -26.52
19,-21.10  -28.39  -17.22
20,-33.22  -23.08  -9.43
21,-18.06  -25.76  -18.09
22,-22.80  -26.46  -22.42
23,-34.54  -27.10  -22.45
24,-18.48  -14.74  -11.64
25,-13.75  -13.09  -14.53
26,-13.84  -13.66  -18.89
27,-13.57  -17.76  -5.61
28,-27.12  -23.71  -24.82
29,-20.86  -30.30  -22.08
30,-24.11  -23.19  -27.21
31,-6.53  -17.46  -9.10
32,-14.89  -15.18  -19.16
33,-28.41  -19.55  -26.11
34,-27.85  -25.22  -12.30
35,-27.24  -24.91  -23.04
36,-37.56  -15.93  -23.94
37,-16.74  -14.86  -15.58
38,-18.03  -22.46  -26.47
39,-18.01  -22.05  -18.35
40,-13.47  -9.83  -20.57
41,-25.64  -13.00  -27.10
42,-16.66  -25.83  -27.00
43,-30.44  -28.92  -37.23
44,-15.43  -14.31  -14.12
45,-24.45  -20.23  -11.67
46,-26.33  -24.00  -15.32
47,-8.77  -19.77  -29.34
48,-15.99  -13.21  -19.69
49,-10.18  -16.13  -23.01
50,-17.06  -13.26  -18.58
51,-25.02  -26.46  -22.09
52,-22.48  -19.38  -29.16
53,-21.27  -19.06  -23.48
54,-22.75  -28.04  -26.20
55,-34.67  -24.57  -28.08
56,-19.87  -17.95  -25.87
57,-22.15  -12.58  -16.62
58,-28.66  -24.34  -23.44
59,-21.61  -26.40  -23.12
60,-25.99  -18.09  -17.11
61,-20.90  -16.42  -18.08
62,-21.24  -10.09  -11.42
63,-25.39  -22.08  -8.40
64,-16.42  -16.15  -5.78
65,-23.16  -21.37  -22.11
66,-16.06  -35.63  -15.78
67,-27.27  -28.65  -12.33
68,-18.12  -17.84  -19.47
69,-20.43  -4.54  -12.26
70,-25.50  -13.07  -15.30
