id,origin,destination,start_time,kind
0,0,0,99,Human
1,1,0,58,Human
2,0,0,112,Human
3,0,0,118,Human
4,1,0,31,Human
5,0,0,50,Human
6,0,0,93,Human
7,0,0,80,Human
8,1,0,89,Human
9,1,1,64,Human
10,0,0,116,Human
11,1,1,113,Human
12,1,0,91,Human
13,0,1,123,Human
14,0,0,104,Human
15,1,0,64,Human
16,1,1,101,Human
17,1,0,61,Human
18,1,0,116,Human
19,1,0,88,Human
20,1,1,84,Human
21,0,0,69,Human
22,0,0,126,Human
23,1,0,85,Human
24,0,0,77,Human
25,1,1,79,Human
26,1,1,105,Human
27,0,1,100,Human
28,1,0,102,Human
29,1,0,102,Human
30,0,0,154,Human
31,0,1,77,Human
32,1,1,74,Human
33,0,1,65,Human
34,0,0,108,Human
35,0,1,123,Human
36,1,1,86,Human
37,0,0,64,Human
38,1,0,65,Human
39,1,1,109,Human
40,1,0,112,Human
41,1,0,106,Human
42,0,1,70,Human
43,1,1,96,Human
44,1,0,93,Human
45,0,1,96,Human
46,0,0,116,Human
47,0,0,96,Human
48,0,1,110,Human
49,0,1,92,Human
50,1,1,98,Human
51,1,0,108,Human
52,0,1,46,Human
53,1,0,80,Human
54,1,1,75,Human
55,0,1,70,Human
56,0,1,81,Human
57,0,0,134,Human
58,1,0,64,Human
59,0,1,119,Human
60,0,0,39,Human
61,1,1,79,Human
62,0,0,94,Human
63,1,1,107,Human
64,0,0,111,Human
65,0,0,113,Human
66,0,1,79,Human
67,0,0,76,Human
68,0,1,115,Human
69,0,1,84,Human
70,1,0,51,Human
71,0,1,56,Human
72,1,1,62,Human
73,1,1,104,Human
74,0,0,94,Human
75,0,0,110,Human
76,1,0,77,Human
77,0,0,94,Human
78,0,0,108,Human
79,0,0,80,Human
80,0,0,103,Human
81,1,0,70,Human
82,0,1,79,Human
83,1,0,78,Human
84,0,1,54,Human
85,0,1,104,Human
86,1,0,75,Human
87,0,0,90,Human
88,1,1,104,Human
89,1,1,103,Human
90,1,0,109,Human
91,0,0,87,Human
92,1,1,77,Human
93,0,0,87,Human
94,0,0,39,Human
95,1,0,46,Human
96,1,0,50,Human
97,1,1,60,Human
98,0,0,101,Human
99,1,0,62,Human
