id,origin,destination,start_time,kind
0,0,0,1575,Human
1,1,1,613,Human
2,2,2,2434,Human
3,3,3,1675,Human
4,4,4,2739,Human
5,5,5,748,Human
6,6,6,2110,Human
7,7,7,3139,Human
8,8,8,1079,Human
9,9,9,490,Human
10,10,10,1951,Human
11,11,11,308,Human
12,12,4,2817,Human
13,13,12,3046,Human
14,14,13,1453,Human
15,15,14,764,Human
16,16,15,2394,Human
17,17,16,955,Human
18,18,17,3004,Human
19,19,9,2695,Human
20,20,18,356,Human
21,21,19,3207,Human
22,22,2,3249,Human
23,23,20,1921,Human
24,24,21,3159,Human
25,25,22,2740,Human
26,26,23,1473,Human
27,27,18,1630,Human
28,28,24,1296,Human
29,29,13,502,Human
30,30,25,8,Human
31,31,26,1489,Human
32,12,27,1242,Human
33,32,19,2065,Human
34,13,28,3281,Human
35,33,29,184,Human
36,29,10,1999,Human
37,4,30,3394,Human
38,34,31,2827,Human
39,35,32,2538,Human
40,36,33,3442,Human
41,37,17,1528,Human
42,38,34,2547,Human
43,39,35,106,Human
44,40,4,3012,Human
45,41,36,489,Human
46,42,37,2886,Human
47,43,26,1301,Human
48,44,38,904,Human
49,36,3,2760,Human
50,45,39,3421,Human
51,46,40,3073,Human
52,47,41,2506,Human
53,48,3,77,Human
54,49,3,1830,Human
55,50,42,2806,Human
56,16,43,1875,Human
57,51,15,391,Human
58,37,25,159,Human
59,52,44,409,Human
60,22,45,804,Human
61,53,39,3436,Human
62,54,46,196,Human
63,55,47,3164,Human
64,56,48,501,Human
65,57,46,1382,Human
66,58,49,370,Human
67,59,50,2399,Human
68,16,19,846,Human
69,60,51,974,Human
70,61,42,601,Human
71,22,6,701,Human
72,62,52,214,Human
73,63,0,2907,Human
74,64,53,1117,Human
75,65,54,460,Human
76,55,6,1833,Human
77,5,55,37,Human
78,66,56,116,Human
79,67,57,1205,Human
80,68,58,2968,Human
81,69,59,3475,Human
82,70,60,1578,Human
83,71,31,2837,Human
84,72,3,2609,Human
85,73,61,1090,Human
86,74,62,821,Human
87,75,61,2169,Human
88,76,55,3323,Human
89,4,63,2136,Human
90,77,43,2394,Human
91,78,64,272,Human
92,64,63,2327,Human
93,79,65,3163,Human
94,80,31,2837,Human
95,81,31,2706,Human
96,82,56,447,Human
97,83,35,293,Human
98,84,66,131,Human
99,4,67,1976,Human
100,85,29,2862,Human
101,22,68,2723,Human
102,86,69,1252,Human
103,87,70,1050,Human
104,88,71,289,Human
105,89,72,2079,Human
106,20,53,2105,Human
107,23,31,2955,Human
108,90,73,469,Human
109,70,67,1567,Human
110,64,68,3417,Human
111,91,74,1350,Human
112,17,75,3227,Human
113,92,76,385,Human
114,59,77,3289,Human
115,93,78,1521,Human
116,94,78,1625,Human
117,23,75,2560,Human
118,36,78,1195,Human
119,22,69,1729,Human
120,95,79,2917,Human
121,96,29,1784,Human
122,97,31,1806,Human
123,98,80,1959,Human
124,99,81,960,Human
125,48,33,786,Human
126,100,82,2974,Human
127,37,83,2863,Human
128,101,64,1792,Human
129,102,39,2261,Human
130,103,84,1238,Human
131,94,29,1250,Human
132,104,85,2046,Human
133,105,3,144,Human
134,106,86,2653,Human
135,107,62,2620,Human
136,1,87,1957,Human
137,108,33,3244,Human
138,109,88,1081,Human
139,110,13,3460,Human
140,111,29,1964,Human
141,15,19,3228,Human
142,112,10,3067,Human
143,113,89,2901,Human
144,114,90,2812,Human
145,115,91,3167,Human
146,30,42,909,Human
147,4,46,2762,Human
148,42,92,2831,Human
149,116,64,1729,Human
150,110,33,2840,Human
151,117,35,2793,Human
152,118,93,89,Human
153,10,43,3154,Human
154,59,71,1042,Human
155,119,19,1026,Human
156,53,94,3188,Human
157,120,13,551,Human
158,82,31,2457,Human
159,77,54,2490,Human
160,121,43,2655,Human
161,1,43,2371,Human
162,79,63,1060,Human
163,122,6,1199,Human
164,123,95,3046,Human
165,103,31,3252,Human
166,124,96,1625,Human
167,119,6,1792,Human
168,125,97,3597,Human
169,59,98,3135,Human
170,77,54,2983,Human
171,126,42,940,Human
172,127,0,1399,Human
173,128,0,529,Human
174,129,64,574,Human
175,130,61,3491,Human
176,131,99,1958,Human
177,132,100,263,Human
178,133,35,3527,Human
179,15,101,2517,Human
180,134,102,3292,Human
181,18,13,1792,Human
182,89,42,2705,Human
183,135,92,175,Human
184,45,98,3154,Human
185,136,103,740,Human
186,100,29,2406,Human
187,137,104,3494,Human
188,138,33,1278,Human
189,3,94,2695,Human
190,0,105,2257,Human
191,139,75,721,Human
192,78,3,1819,Human
193,140,106,592,Human
194,36,51,172,Human
195,141,40,34,Human
196,142,101,2465,Human
197,82,54,115,Human
198,143,36,473,Human
199,144,31,2773,Human
200,86,40,2987,Human
201,145,107,1932,Human
202,49,108,1140,Human
203,146,109,3481,Human
204,2,110,1700,Human
205,20,64,101,Human
206,147,111,1308,Human
207,148,98,2731,Human
208,118,112,871,Human
209,149,61,1949,Human
210,150,61,238,Human
211,62,113,3201,Human
212,114,114,1750,Human
213,151,19,3149,Human
214,116,59,3293,Human
215,115,55,104,Human
216,25,115,1556,Human
217,152,45,3587,Human
218,5,116,3200,Human
219,153,43,454,Human
220,154,117,1389,Human
221,155,61,2006,Human
222,156,23,3330,Human
223,157,33,1151,Human
224,16,3,3361,Human
225,158,30,566,Human
226,159,31,3352,Human
227,160,60,214,Human
228,161,118,551,Human
229,42,119,374,Human
230,162,120,694,Human
231,163,121,736,Human
232,162,122,101,Human
233,164,31,3092,Human
234,165,13,1153,Human
235,166,123,1938,Human
236,79,34,1009,Human
237,167,70,3345,Human
238,166,115,2503,Human
239,168,3,1792,Human
240,169,49,3137,Human
241,170,124,334,Human
242,155,125,94,Human
243,162,126,1291,Human
244,136,61,139,Human
245,171,127,17,Human
246,172,128,3032,Human
247,173,129,1399,Human
248,117,130,1749,Human
249,174,131,2502,Human
250,175,42,1036,Human
251,86,132,2823,Human
252,2,119,378,Human
253,176,133,2730,Human
254,177,41,223,Human
255,23,6,3405,Human
256,178,134,3155,Human
257,34,135,3592,Human
258,179,125,34,Human
