id,origin,destination,start_time,kind
0,0,0,70,Human
1,1,1,569,Human
2,2,2,1548,Human
3,3,3,850,Human
4,4,4,1175,Human
5,5,5,154,Human
6,6,6,637,Human
7,7,7,1679,Human
8,8,8,271,Human
9,9,9,131,Human
10,10,10,360,Human
11,11,11,1541,Human
12,12,12,1197,Human
13,13,13,1317,Human
14,14,5,1526,Human
15,15,5,852,Human
16,16,14,595,Human
17,17,15,1745,Human
18,18,16,257,Human
19,19,17,476,Human
20,20,18,810,Human
21,21,15,1026,Human
22,22,19,1539,Human
23,23,5,1235,Human
24,24,20,1283,Human
25,14,18,1571,Human
26,25,21,958,Human
27,26,2,853,Human
28,27,22,1518,Human
29,28,23,1411,Human
30,29,24,15,Human
31,30,12,1230,Human
32,31,22,587,Human
33,32,25,1187,Human
34,33,5,1615,Human
35,34,26,357,Human
36,18,12,1627,Human
37,35,27,1708,Human
38,27,3,1644,Human
39,36,28,1309,Human
40,37,27,1318,Human
41,18,2,466,Human
42,38,29,1605,Human
43,24,12,807,Human
44,35,15,800,Human
45,39,29,1219,Human
46,40,18,234,Human
47,41,30,1734,Human
48,17,12,981,Human
49,42,31,1027,Human
50,13,32,731,Human
51,43,9,1262,Human
52,44,33,1236,Human
53,18,9,13,Human
54,45,5,385,Human
55,46,29,188,Human
56,47,12,208,Human
57,48,34,1156,Human
58,0,35,445,Human
59,49,5,574,Human
60,13,36,1415,Human
61,36,34,1461,Human
62,36,37,1184,Human
63,50,38,1553,Human
64,51,11,1356,Human
65,52,23,1693,Human
66,53,12,1737,Human
67,54,39,1388,Human
68,55,40,589,Human
69,56,34,124,Human
70,57,41,598,Human
71,58,42,1258,Human
72,59,5,231,Human
73,49,5,1391,Human
74,13,43,1735,Human
75,60,9,1662,Human
76,61,44,400,Human
77,62,5,175,Human
78,63,44,1553,Human
79,64,29,1655,Human
80,65,44,626,Human
81,66,45,486,Human
82,67,12,1091,Human
83,54,23,191,Human
84,66,3,836,Human
85,68,46,1436,Human
86,69,47,414,Human
87,70,29,1390,Human
88,71,12,593,Human
89,72,9,117,Human
90,20,48,1026,Human
91,73,49,1440,Human
92,74,50,1424,Human
93,41,51,1790,Human
94,27,18,1027,Human
95,75,52,494,Human
96,76,12,922,Human
97,77,34,1433,Human
98,78,44,465,Human
99,7,34,395,Human
100,79,1,583,Human
101,80,53,76,Human
102,75,54,316,Human
103,81,55,278,Human
104,82,56,356,Human
105,83,39,187,Human
106,84,10,1087,Human
107,85,29,137,Human
108,35,20,1129,Human
109,86,9,282,Human
110,87,34,487,Human
111,88,57,1503,Human
112,27,9,1787,Human
113,45,12,1565,Human
114,89,58,791,Human
115,62,59,1691,Human
116,29,60,122,Human
117,90,61,143,Human
118,91,15,16,Human
119,1,62,798,Human
120,48,12,688,Human
121,76,12,1551,Human
122,78,63,1721,Human
123,17,4,830,Human
124,92,64,1240,Human
125,13,65,787,Human
126,93,66,1485,Human
127,15,5,1748,Human
128,25,29,1444,Human
129,94,9,145,Human
130,95,12,753,Human
131,96,67,667,Human
132,97,5,1294,Human
133,13,25,640,Human
134,96,68,586,Human
135,98,5,347,Human
136,36,69,1798,Human
137,99,18,394,Human
138,68,70,1619,Human
139,41,71,1711,Human
140,100,72,983,Human
141,45,73,776,Human
142,36,74,1338,Human
143,101,75,63,Human
144,49,76,1563,Human
145,41,15,1013,Human
146,102,3,331,Human
147,103,5,772,Human
148,25,77,758,Human
149,104,78,954,Human
150,105,7,154,Human
151,106,3,1054,Human
152,36,79,1276,Human
153,42,5,631,Human
154,28,3,1616,Human
155,107,29,1438,Human
156,108,63,162,Human
157,31,3,246,Human
158,109,11,1349,Human
159,110,80,769,Human
160,92,81,1101,Human
161,13,82,943,Human
162,111,48,1358,Human
163,112,78,510,Human
164,113,77,326,Human
165,114,83,986,Human
166,115,3,1583,Human
167,64,84,1329,Human
168,69,31,426,Human
169,116,15,399,Human
170,100,85,162,Human
171,117,44,763,Human
172,89,64,1556,Human
173,118,4,763,Human
174,119,86,1363,Human
175,120,28,17,Human
176,121,18,1747,Human
177,37,64,218,Human
178,91,7,1331,Human
179,122,87,1060,Human
180,123,88,1300,Human
181,116,44,503,Human
182,96,89,1558,Human
183,124,57,1522,Human
184,125,52,980,Human
185,35,15,1749,Human
186,80,12,262,Human
187,126,29,1012,Human
188,127,34,814,Human
189,128,40,1295,Human
190,20,18,1377,Human
191,55,44,1620,Human
192,84,3,1383,Human
193,21,39,1708,Human
194,129,7,219,Human
195,15,15,1401,Human
196,130,18,1054,Human
197,131,90,877,Human
198,130,47,1777,Human
199,84,3,1747,Human
200,132,2,1717,Human
201,133,77,1353,Human
202,100,44,1192,Human
203,134,15,1440,Human
204,69,70,400,Human
205,40,75,908,Human
206,82,18,412,Human
207,52,15,1230,Human
208,135,18,178,Human
209,136,44,428,Human
210,137,18,44,Human
211,138,15,1707,Human
212,139,91,935,Human
213,140,44,557,Human
214,140,44,1603,Human
215,141,18,462,Human
216,82,92,1309,Human
217,142,23,1780,Human
218,117,93,426,Human
219,143,18,1401,Human
220,117,15,292,Human
221,144,18,443,Human
