id,action,origin,destination,start_time,epsilon
0,1,0,0,0,0.45
1,1,1,1,0,0.69
2,0,0,0,6,0.50
3,1,1,1,6,0.53
4,1,0,0,12,0.38
5,2,1,1,12,0.60
6,0,0,0,18,0.39
7,2,1,1,18,0.79
8,1,0,0,24,0.49
9,1,1,1,24,0.55
10,2,0,0,30,0.46
11,0,1,1,30,0.43
12,0,0,0,36,0.73
13,0,1,1,36,0.54
14,0,0,0,42,0.38
15,2,1,1,42,0.80
16,2,0,0,48,0.63
17,0,1,1,48,0.55
18,0,0,0,54,0.43
19,2,1,1,54,0.61
20,0,0,0,60,0.66
21,1,1,1,60,0.40
22,2,0,0,66,0.40
23,1,1,1,66,0.71
24,1,0,0,72,0.69
25,0,1,1,72,0.48
26,2,0,0,78,0.59
27,0,1,1,78,0.77
28,0,0,0,84,0.39
29,2,1,1,84,0.52
30,2,0,0,90,0.47
31,0,1,1,90,0.53
32,0,0,0,96,0.54
33,0,1,1,96,0.45
34,1,0,0,102,0.63
35,0,1,1,102,0.47
36,0,0,0,108,0.49
37,1,1,1,108,0.52
38,2,0,0,114,0.40
39,2,1,1,114,0.38
40,0,0,0,120,0.84
41,1,1,1,120,0.64
42,2,0,0,126,0.65
43,2,1,1,126,0.37
44,2,0,0,132,0.75
45,1,1,1,132,0.58
46,1,0,0,138,0.59
47,1,1,1,138,0.50
48,1,0,0,144,0.45
49,2,1,1,144,0.45
50,1,0,0,150,0.63
51,1,1,1,150,0.53
52,2,0,0,156,0.55
53,2,1,1,156,0.49
54,0,0,0,162,0.52
55,2,1,1,162,0.40
56,2,0,0,168,0.41
57,2,1,1,168,0.47
58,1,0,0,174,0.62
59,0,1,1,174,0.59
60,0,0,0,180,0.36
61,1,1,1,180,0.79
62,2,0,0,186,0.50
63,0,1,1,186,0.68
64,1,0,0,192,0.80
65,1,1,1,192,0.45
66,2,0,0,198,0.61
67,0,1,1,198,0.49
68,1,0,0,204,0.70
69,0,1,1,204,0.43
70,0,0,0,210,0.41
71,0,1,1,210,0.67
72,1,0,0,216,0.51
73,2,1,1,216,0.66
74,1,0,0,222,0.74
75,1,1,1,222,0.76
76,0,0,0,228,0.44
77,2,1,1,228,0.68
78,1,0,0,234,0.56
79,0,1,1,234,0.43
80,1,0,0,240,0.74
81,2,1,1,240,0.45
82,0,0,0,246,0.55
83,2,1,1,246,0.46
84,2,0,0,252,0.53
85,2,1,1,252,0.37
86,0,0,0,258,0.42
87,0,1,1,258,0.65
88,2,0,0,264,0.36
89,0,1,1,264,0.82
90,0,0,0,270,0.71
91,2,1,1,270,0.56
92,2,0,0,276,0.36
93,2,1,1,276,0.59
94,0,0,0,282,0.64
95,1,1,1,282,0.41
96,1,0,0,288,0.52
97,2,1,1,288,0.65
98,2,0,0,294,0.36
99,2,1,1,294,0.42
100,2,0,0,300,0.61
101,1,1,1,300,0.49
102,0,0,0,306,0.77
103,2,1,1,306,0.36
104,2,0,0,312,0.41
105,0,1,1,312,0.61
106,1,0,0,318,0.57
107,1,1,1,318,0.71
108,1,0,0,324,0.42
109,1,1,1,324,0.42
110,2,0,0,330,0.73
111,2,1,1,330,0.85
112,2,0,0,336,0.47
113,1,1,1,336,0.57
114,2,0,0,342,0.86
115,0,1,1,342,0.69
116,1,0,0,348,0.64
117,2,1,1,348,0.73
118,2,0,0,354,0.73
119,2,1,1,354,0.70
120,1,0,0,360,0.41
121,2,1,1,360,0.67
122,1,0,0,366,0.39
123,2,1,1,366,0.62
124,0,0,0,372,0.68
125,2,1,1,372,0.74
126,2,0,0,378,0.42
