id,action,origin,destination,start_time,epsilon
0,0,0,0,0,0.37
1,2,1,1,0,0.65
2,2,0,0,6,0.45
3,1,1,1,6,0.48
4,1,0,0,12,0.31
5,2,1,1,12,0.54
6,2,0,0,18,0.32
7,1,1,1,18,0.74
8,1,0,0,24,0.43
9,1,1,1,24,0.48
10,0,0,0,30,0.39
11,2,1,1,30,0.35
12,0,0,0,36,0.67
13,2,1,1,36,0.46
14,2,0,0,42,0.32
15,1,1,1,42,0.77
16,0,0,0,48,0.58
17,0,1,1,48,0.50
18,2,0,0,54,0.36
19,0,1,1,54,0.56
20,1,0,0,60,0.64
21,2,1,1,60,0.33
22,0,0,0,66,0.33
23,1,1,1,66,0.67
24,1,0,0,72,0.64
25,0,1,1,72,0.41
26,0,0,0,78,0.53
27,0,1,1,78,0.72
28,2,0,0,84,0.32
29,1,1,1,84,0.48
30,1,0,0,90,0.40
31,0,1,1,90,0.46
32,1,0,0,96,0.48
33,1,1,1,96,0.39
34,2,0,0,102,0.58
35,1,1,1,102,0.40
36,1,0,0,108,0.43
37,0,1,1,108,0.45
38,0,0,0,114,0.34
39,2,1,1,114,0.31
40,0,0,0,120,0.82
41,1,1,1,120,0.60
42,0,0,0,126,0.61
43,1,1,1,126,0.30
44,0,0,0,132,0.73
45,2,1,1,132,0.52
46,2,0,0,138,0.52
47,2,1,1,138,0.43
48,0,0,0,144,0.39
49,0,1,1,144,0.39
50,0,0,0,150,0.57
51,0,1,1,150,0.47
52,0,0,0,156,0.48
53,0,1,1,156,0.42
54,0,0,0,162,0.46
55,1,1,1,162,0.33
56,0,0,0,168,0.35
57,1,1,1,168,0.38
58,1,0,0,174,0.57
59,2,1,1,174,0.52
60,2,0,0,180,0.30
61,0,1,1,180,0.74
62,2,0,0,186,0.42
63,0,1,1,186,0.62
64,2,0,0,192,0.77
65,2,1,1,192,0.37
66,2,0,0,198,0.53
67,0,1,1,198,0.41
68,1,0,0,204,0.67
69,1,1,1,204,0.37
70,2,0,0,210,0.34
71,1,1,1,210,0.63
72,0,0,0,216,0.45
73,2,1,1,216,0.62
74,1,0,0,222,0.69
75,1,1,1,222,0.73
76,1,0,0,228,0.36
77,1,1,1,228,0.65
78,1,0,0,234,0.50
79,1,1,1,234,0.37
80,2,0,0,240,0.70
81,1,1,1,240,0.38
82,1,0,0,246,0.50
83,0,1,1,246,0.37
84,1,0,0,252,0.45
85,1,1,1,252,0.30
86,2,0,0,258,0.35
87,1,1,1,258,0.62
88,1,0,0,264,0.30
89,2,1,1,264,0.79
90,2,0,0,270,0.65
91,2,1,1,270,0.50
92,1,0,0,276,0.30
93,2,1,1,276,0.56
94,0,0,0,282,0.62
95,0,1,1,282,0.34
96,1,0,0,288,0.46
97,0,1,1,288,0.59
98,2,0,0,294,0.30
99,2,1,1,294,0.36
100,1,0,0,300,0.56
101,1,1,1,300,0.42
102,1,0,0,306,0.75
103,2,1,1,306,0.29
104,0,0,0,312,0.35
105,1,1,1,312,0.57
106,1,0,0,318,0.49
107,2,1,1,318,0.69
108,2,0,0,324,0.34
109,0,1,1,324,0.34
110,1,0,0,330,0.71
111,1,1,1,330,0.81
112,0,0,0,336,0.42
113,0,1,1,336,0.51
114,0,0,0,342,0.84
115,1,1,1,342,0.67
116,1,0,0,348,0.61
117,0,1,1,348,0.68
118,0,0,0,354,0.69
119,1,1,1,354,0.64
120,0,0,0,360,0.34
121,2,1,1,360,0.63
122,0,0,0,366,0.33
123,1,1,1,366,0.57
124,0,0,0,372,0.65
125,1,1,1,372,0.69
126,1,0,0,378,0.34
127,1,1,1,378,0.38
128,0,0,0,384,0.69
129,1,1,1,384,0.48
130,0,0,0,390,0.74
131,0,1,1,390,0.30
132,2,0,0,396,0.33
133,1,1,1,396,0.77
134,2,0,0,402,0.52
135,0,1,1,402,0.37
136,0,0,0,408,0.39
137,0,1,1,408,0.65
138,2,0,0,414,0.62
139,1,1,1,414,0.51
140,1,0,0,420,0.63
141,1,1,1,420,0.62
142,2,0,0,426,0.69
143,1,1,1,426,0.46
144,0,0,0,432,0.43
145,0,1,1,432,0.44
146,0,0,0,438,0.40
147,1,1,1,438,0.63
148,1,0,0,444,0.75
149,1,1,1,444,0.71
150,2,0,0,450,0.44
151,2,1,1,450,0.40
152,1,0,0,456,0.39
153,2,1,1,456,0.63
154,2,0,0,462,0.35
