detid,flow
-186623965#14,33
-186623965#16,11
-22917421#14,20
-23283579#0,18
-23283579#1,18
-23648008#0,53
-23648008#1,5
-25166682#0,53
-28675510#3,7
-28675510#5,11
-297047307,60
-297047310#2,31
-297047310#3,31
-309744810#1,8
-4936412,47
-8716807#0,7
-8716807#4,7
-8716807#5,7
133081985#0,29
133081985#1,29
133081987#0,47
133081987#3,55
186623965#15,0
22917421#5,11
22959550#0,22
22959550#1,15
22959550#3,15
22959550#4,15
23283435#1,18
23647126,7
23648008#1,5
23686088#0,47
23686088#1,47
23840713#0,60
23840971,60
28675510#0,54
28675510#1,76
28675510#4,20
297047310#4,7
