detid,flow
-186623965#14,32
-186623965#16,11
-22917421#14,20
-23283579#0,23
-23283579#1,23
-23648008#0,53
-23648008#1,4
-25166682#0,53
-28675510#3,5
-28675510#5,12
-297047307,60
-297047310#2,32
-297047310#3,32
-309744810#1,4
-4936412,47
-8716807#0,5
-8716807#4,5
-8716807#5,5
133081985#0,24
133081985#1,24
133081987#0,47
133081987#3,51
186623965#15,0
22917421#5,12
22959550#0,21
22959550#1,16
22959550#3,16
22959550#4,16
23283435#1,23
23647126,5
23648008#1,4
23686088#0,47
23686088#1,47
23840713#0,60
23840971,60
28675510#0,52
28675510#1,73
28675510#4,20
297047310#4,7
