detid,flow
-186623965#14,31
-186623965#16,11
-22917421#14,20
-23283579#0,21
-23283579#1,21
-23648008#0,53
-23648008#1,1
-25166682#0,53
-28675510#3,4
-28675510#5,12
-297047307,62
-297047310#2,32
-297047310#3,32
-309744810#1,8
-4936412,47
-8716807#0,6
-8716807#4,6
-8716807#5,6
133081985#0,26
133081985#1,26
133081987#0,47
133081987#3,55
186623965#15,0
22917421#5,12
22959550#0,21
22959550#1,15
22959550#3,15
22959550#4,15
23283435#1,21
23647126,6
23648008#1,1
23686088#0,47
23686088#1,47
23840713#0,60
23840971,59
28675510#0,53
28675510#1,72
28675510#4,20
297047310#4,9
