detid,flow
-186623965#14,33
-186623965#16,11
-22917421#14,20
-23283579#0,23
-23283579#1,23
-23648008#0,53
-23648008#1,3
-25166682#0,53
-28675510#3,3
-28675510#5,12
-297047307,59
-297047310#2,32
-297047310#3,32
-309744810#1,5
-4936412,47
-8716807#0,9
-8716807#4,9
-8716807#5,9
133081985#0,24
133081985#1,24
133081987#0,47
133081987#3,52
186623965#15,0
22917421#5,12
22959550#0,21
22959550#1,12
22959550#3,12
22959550#4,12
23283435#1,23
23647126,9
23648008#1,3
23686088#0,47
23686088#1,47
23840713#0,60
23840971,60
28675510#0,56
28675510#1,71
28675510#4,20
297047310#4,6
