detid,flow
-186623965#14,31
-186623965#16,11
-22917421#14,20
-23283579#0,13
-23283579#1,13
-23648008#0,53
-23648008#1,10
-25166682#0,53
-28675510#3,5
-28675510#5,12
-297047307,56
-297047310#2,32
-297047310#3,32
-309744810#1,13
-4936412,47
-8716807#0,7
-8716807#4,7
-8716807#5,7
133081985#0,34
133081985#1,34
133081987#0,47
133081987#3,60
186623965#15,0
22917421#5,12
22959550#0,21
22959550#1,14
22959550#3,14
22959550#4,14
23283435#1,13
23647126,7
23648008#1,10
23686088#0,47
23686088#1,47
23840713#0,60
23840971,59
28675510#0,54
28675510#1,73
28675510#4,20
297047310#4,3
