detid,flow
-186623965#14,34
-186623965#16,12
-22917421#14,20
-23283579#0,20
-23283579#1,20
-23648008#0,53
-23648008#1,3
-25166682#0,53
-28675510#3,6
-28675510#5,13
-297047307,59
-297047310#2,33
-297047310#3,33
-309744810#1,5
-4936412,47
-8716807#0,6
-8716807#4,6
-8716807#5,6
133081985#0,27
133081985#1,27
133081987#0,47
133081987#3,52
186623965#15,0
22917421#5,13
22959550#0,20
22959550#1,14
22959550#3,14
22959550#4,14
23283435#1,20
23647126,6
23648008#1,3
23686088#0,47
23686088#1,47
23840713#0,60
23840971,59
28675510#0,53
28675510#1,73
28675510#4,20
297047310#4,6
