detid,flow
-186623965#14,33
-186623965#16,11
-22917421#14,20
-23283579#0,15
-23283579#1,15
-23648008#0,53
-23648008#1,7
-25166682#0,53
-28675510#3,2
-28675510#5,4
-297047307,62
-297047310#2,24
-297047310#3,24
-309744810#1,10
-4936412,47
-8716807#0,17
-8716807#4,17
-8716807#5,17
133081985#0,32
133081985#1,32
133081987#0,47
133081987#3,57
186623965#15,0
22917421#5,4
22959550#0,29
22959550#1,12
22959550#3,12
22959550#4,12
23283435#1,15
23647126,17
23648008#1,7
23686088#0,47
23686088#1,47
23840713#0,60
23840971,60
28675510#0,64
28675510#1,78
28675510#4,20
297047310#4,9
