detid,flow
-186623965#14,32
-186623965#16,10
-22917421#14,20
-23283579#0,0
-23283579#1,0
-23648008#0,53
-23648008#1,20
-25166682#0,53
-28675510#3,20
-28675510#5,0
-297047307,53
-297047310#2,20
-297047310#3,20
-309744810#1,27
-4936412,47
-8716807#0,33
-8716807#4,33
-8716807#5,33
133081985#0,47
133081985#1,47
133081987#0,47
133081987#3,74
186623965#15,0
22917421#5,0
22959550#0,33
22959550#1,0
22959550#3,0
22959550#4,0
23283435#1,0
23647126,33
23648008#1,20
23686088#0,47
23686088#1,47
23840713#0,60
23840971,60
28675510#0,80
28675510#1,100
28675510#4,20
297047310#4,0
