detid,flow
-186623965#14,33
-186623965#16,12
-22917421#14,20
-23283579#0,17
-23283579#1,17
-23648008#0,53
-23648008#1,3
-25166682#0,53
-28675510#3,1
-28675510#5,25
-297047307,70
-297047310#2,45
-297047310#3,45
-309744810#1,13
-4936412,47
-8716807#0,1
-8716807#4,1
-8716807#5,1
133081985#0,30
133081985#1,30
133081987#0,47
133081987#3,60
186623965#15,0
22917421#5,25
22959550#0,8
22959550#1,7
22959550#3,7
22959550#4,7
23283435#1,17
23647126,1
23648008#1,3
23686088#0,47
23686088#1,47
23840713#0,60
23840971,59
28675510#0,48
28675510#1,56
28675510#4,20
297047310#4,17
