travel_time,id,kind,action,origin,destination,start_time,reward,reward_right
2.316666666666667,0,Human,0,1,1,1401,-2.316666666666667,-2.316666666666667
2.6,1,Human,0,0,0,2317,-2.6,-2.6
3.05,2,Human,0,0,0,1220,-3.05,-3.05
2.25,3,Human,0,0,1,1610,-2.25,-2.25
2.15,5,Human,2,0,1,2821,-2.15,-2.15
1.8,6,Human,1,0,1,1698,-1.8,-1.8
4.633333333333334,8,Human,2,0,0,2887,-4.633333333333334,-4.633333333333334
2.0,9,Human,2,0,1,1762,-2.0,-2.0
2.7,11,Human,1,1,1,1731,-2.7,-2.7
1.9166666666666667,13,Human,1,0,1,2379,-1.9166666666666667,-1.9166666666666667
4.183333333333334,14,Human,0,1,0,1581,-4.183333333333334,-4.183333333333334
4.2,15,Human,2,1,0,2161,-4.2,-4.2
3.933333333333333,16,Human,2,1,0,1799,-3.933333333333333,-3.933333333333333
2.0166666666666666,17,Human,1,0,1,2408,-2.0166666666666666,-2.0166666666666666
4.233333333333333,19,Human,1,1,0,1009,-4.233333333333333,-4.233333333333333
4.383333333333334,20,Human,0,1,0,2240,-4.383333333333334,-4.383333333333334
5.283333333333333,21,Human,1,1,0,1778,-5.283333333333333,-5.283333333333333
4.483333333333333,22,Human,0,1,0,1602,-4.483333333333333,-4.483333333333333
