id,origin,destination,start_time,kind
0,0,0,153,Human
1,1,1,835,Human
2,2,2,98,Human
3,3,3,285,Human
4,4,4,1450,Human
5,5,5,1280,Human
6,6,6,658,Human
7,7,3,229,Human
8,8,3,825,Human
9,9,7,569,Human
10,10,8,299,Human
11,11,9,31,Human
12,12,10,419,Human
13,13,11,140,Human
14,14,12,1107,Human
15,15,13,994,Human
16,16,4,971,Human
17,17,14,1446,Human
18,18,15,1166,Human
19,19,16,1784,Human
20,20,17,640,Human
21,21,18,333,Human
22,22,19,52,Human
23,23,5,1768,Human
24,24,20,1448,Human
25,25,21,337,Human
26,26,22,1240,Human
27,27,23,911,Human
28,28,24,1685,Human
29,29,25,167,Human
30,30,26,201,Human
31,31,27,960,Human
32,32,28,1052,Human
33,33,29,11,Human
34,17,20,1118,Human
35,34,30,742,Human
36,35,31,1491,Human
37,36,32,346,Human
38,37,33,445,Human
39,38,34,1717,Human
40,39,35,219,Human
41,40,36,798,Human
42,41,37,324,Human
43,42,38,984,Human
44,43,39,1282,Human
45,17,40,4,Human
46,17,41,1237,Human
47,24,42,1066,Human
48,44,43,1308,Human
49,26,44,1788,Human
50,17,45,1461,Human
51,45,46,1158,Human
52,46,10,1645,Human
53,47,47,1015,Human
54,48,48,1615,Human
55,49,49,535,Human
56,2,50,1412,Human
57,50,51,778,Human
58,51,2,1416,Human
59,41,52,646,Human
60,52,53,487,Human
61,53,54,1578,Human
62,54,10,1662,Human
63,55,55,955,Human
64,42,56,1196,Human
65,56,32,888,Human
66,43,36,254,Human
67,57,57,1789,Human
68,58,58,20,Human
69,48,59,155,Human
70,59,60,205,Human
71,60,61,212,Human
72,37,62,1062,Human
73,61,63,200,Human
74,62,64,1147,Human
75,40,65,1202,Human
76,63,13,1158,Human
77,64,66,1141,Human
78,65,67,1553,Human
79,66,67,1436,Human
80,67,68,1467,Human
81,68,51,548,Human
82,69,2,763,Human
83,70,0,1435,Human
84,57,0,803,Human
85,71,69,370,Human
86,71,60,1164,Human
87,72,46,1340,Human
88,73,70,889,Human
89,74,71,1630,Human
90,75,72,1335,Human
91,76,23,1117,Human
92,77,73,108,Human
93,78,51,1752,Human
94,57,20,941,Human
95,79,33,607,Human
96,80,74,1183,Human
97,81,75,1151,Human
98,82,76,184,Human
99,83,77,595,Human
100,84,78,1310,Human
101,85,79,1680,Human
102,86,78,318,Human
103,87,80,214,Human
104,88,81,78,Human
105,89,82,1588,Human
106,90,58,1376,Human
107,91,82,1700,Human
108,92,83,507,Human
109,93,84,316,Human
110,94,23,1081,Human
111,24,85,16,Human
112,17,86,397,Human
113,95,81,202,Human
114,96,87,1476,Human
115,97,20,1744,Human
116,98,1,889,Human
117,99,6,764,Human
118,100,88,1177,Human
119,101,89,1705,Human
120,102,90,1180,Human
121,103,91,566,Human
122,104,72,266,Human
123,105,92,928,Human
124,106,85,616,Human
125,107,93,1712,Human
126,108,94,166,Human
127,109,95,339,Human
128,110,96,1239,Human
129,111,24,1173,Human
130,112,82,280,Human
131,92,89,267,Human
132,113,5,1509,Human
133,114,24,596,Human
134,26,3,915,Human
135,115,97,264,Human
136,74,3,848,Human
137,116,93,1681,Human
138,117,19,1378,Human
139,118,98,1149,Human
140,119,99,1680,Human
141,120,81,796,Human
142,5,68,1396,Human
143,121,100,423,Human
144,122,79,769,Human
145,123,101,1669,Human
146,124,102,1726,Human
147,125,46,528,Human
148,126,35,419,Human
149,127,103,228,Human
150,128,79,1520,Human
151,129,104,1149,Human
152,130,105,1129,Human
153,131,106,775,Human
154,132,21,172,Human
155,133,107,212,Human
156,93,108,861,Human
157,134,92,1730,Human
158,135,109,581,Human
159,136,110,939,Human
160,28,111,1539,Human
161,136,112,560,Human
162,137,113,1721,Human
163,138,114,1085,Human
164,139,0,1565,Human
165,140,115,1561,Human
166,141,93,262,Human
167,142,21,985,Human
168,143,84,57,Human
169,144,79,1768,Human
170,145,116,1743,Human
171,125,117,843,Human
172,139,118,629,Human
173,146,119,1004,Human
174,63,73,1681,Human
175,147,120,1649,Human
176,148,110,1028,Human
177,149,121,140,Human
178,91,122,565,Human
179,150,72,1225,Human
180,151,123,556,Human
181,152,124,1639,Human
182,153,125,1113,Human
183,154,99,1713,Human
184,155,20,684,Human
185,156,106,133,Human
186,86,126,376,Human
187,94,127,976,Human
188,157,128,518,Human
189,71,96,109,Human
190,158,51,55,Human
191,45,129,381,Human
192,64,130,238,Human
193,59,131,174,Human
194,159,132,534,Human
195,158,128,587,Human
196,17,133,425,Human
197,160,128,1017,Human
198,71,134,722,Human
199,161,94,1322,Human
200,17,133,288,Human
201,162,128,526,Human
202,17,67,416,Human
203,163,128,1316,Human
204,164,128,640,Human
205,165,135,1786,Human
206,166,136,1593,Human
207,71,87,1324,Human
208,56,128,1072,Human
209,111,82,685,Human
210,167,137,1585,Human
211,158,82,1460,Human
212,17,46,706,Human
213,24,138,658,Human
214,168,128,166,Human
215,54,61,1208,Human
216,5,128,187,Human
217,17,81,1087,Human
218,169,1,186,Human
219,17,139,743,Human
220,170,140,841,Human
221,24,67,1747,Human
222,170,138,12,Human
223,71,141,901,Human
224,164,128,756,Human
225,167,137,604,Human
226,171,56,1014,Human
227,111,33,1771,Human
228,172,137,91,Human
229,17,142,1641,Human
230,111,56,1477,Human
231,17,20,1287,Human
232,173,128,1388,Human
233,15,67,1791,Human
234,174,143,352,Human
235,71,144,1083,Human
236,17,142,1453,Human
237,169,22,853,Human
238,24,82,1674,Human
239,175,145,69,Human
240,17,95,381,Human
241,176,128,67,Human
242,177,33,739,Human
243,17,95,481,Human
244,178,128,447,Human
245,17,130,1000,Human
246,17,130,88,Human
247,179,20,478,Human
248,180,20,197,Human
249,181,138,501,Human
250,182,138,1458,Human
251,17,130,1337,Human
252,183,146,829,Human
253,184,116,1719,Human
254,185,20,884,Human
255,186,138,184,Human
256,186,17,1280,Human
257,71,147,1357,Human
258,187,96,1139,Human
259,111,142,272,Human
260,188,116,567,Human
261,71,142,645,Human
262,182,22,316,Human
263,189,148,1346,Human
264,190,22,989,Human
265,166,149,940,Human
266,191,144,869,Human
267,162,150,577,Human
268,24,147,1503,Human
269,168,20,751,Human
270,64,130,1277,Human
271,192,151,1222,Human
272,193,152,1338,Human
273,109,153,1450,Human
274,194,142,177,Human
275,164,63,1077,Human
276,182,36,1565,Human
277,195,130,135,Human
278,192,130,465,Human
279,182,142,451,Human
280,24,141,668,Human
281,196,130,312,Human
282,197,130,944,Human
283,198,96,139,Human
284,42,130,1393,Human
285,64,130,1167,Human
286,17,147,242,Human
287,199,154,24,Human
288,200,155,1347,Human
289,201,156,563,Human
290,182,20,1763,Human
291,181,154,1520,Human
292,202,157,139,Human
293,17,158,578,Human
294,17,159,534,Human
295,17,158,243,Human
296,56,96,1623,Human
297,203,160,1652,Human
298,204,130,111,Human
299,205,138,528,Human
300,182,147,1763,Human
301,41,54,244,Human
302,206,38,1024,Human
303,204,147,1243,Human
304,207,78,1407,Human
305,71,32,1464,Human
306,17,158,1172,Human
307,86,161,638,Human
308,181,126,1208,Human
309,17,158,1243,Human
310,200,78,1305,Human
311,208,78,1216,Human
312,209,96,817,Human
313,210,161,1765,Human
314,211,78,925,Human
315,64,82,765,Human
316,172,162,515,Human
317,167,163,637,Human
318,167,20,671,Human
319,172,82,630,Human
320,17,56,47,Human
321,111,78,1462,Human
322,212,164,673,Human
323,83,165,894,Human
324,17,20,1282,Human
325,158,140,621,Human
326,172,158,29,Human
327,111,158,1015,Human
328,111,166,1572,Human
329,213,147,1374,Human
330,71,126,326,Human
331,170,158,1786,Human
332,71,78,1214,Human
333,64,82,126,Human
334,26,82,574,Human
335,42,120,1800,Human
336,214,89,733,Human
337,215,167,210,Human
338,170,168,1174,Human
339,41,169,1339,Human
340,200,126,19,Human
341,111,126,650,Human
342,212,144,385,Human
343,216,170,1017,Human
344,26,46,588,Human
345,86,78,1151,Human
346,18,171,1107,Human
347,217,172,293,Human
348,218,158,1377,Human
349,44,173,71,Human
350,169,20,533,Human
351,219,158,1121,Human
352,178,117,515,Human
353,182,20,1449,Human
354,220,174,236,Human
355,221,175,1760,Human
356,100,19,1687,Human
357,222,10,60,Human
358,223,176,960,Human
359,224,82,1430,Human
360,225,129,368,Human
361,226,72,524,Human
362,227,177,669,Human
363,147,178,1626,Human
364,147,81,1470,Human
365,228,179,1652,Human
366,158,69,819,Human
367,77,180,255,Human
368,229,181,220,Human
369,230,130,1235,Human
370,64,20,940,Human
371,204,20,1668,Human
372,71,20,482,Human
373,228,24,1222,Human
374,181,20,564,Human
375,147,182,1206,Human
376,61,183,331,Human
377,231,184,923,Human
378,232,144,1001,Human
379,182,20,781,Human
380,138,39,1525,Human
381,233,61,1520,Human
382,234,185,620,Human
383,17,186,1272,Human
384,235,140,780,Human
385,98,40,1680,Human
386,17,20,1296,Human
387,71,20,1568,Human
388,138,187,278,Human
389,236,39,284,Human
390,237,188,1184,Human
391,17,20,256,Human
392,169,20,209,Human
393,231,185,1009,Human
394,87,189,30,Human
395,238,22,704,Human
396,239,138,87,Human
397,195,160,690,Human
398,56,190,1290,Human
399,184,20,709,Human
400,45,20,162,Human
401,198,160,115,Human
402,98,7,30,Human
403,17,191,1557,Human
404,17,192,1395,Human
405,17,192,1656,Human
406,109,20,1179,Human
407,45,20,1312,Human
408,204,193,941,Human
409,240,138,3,Human
410,71,194,1218,Human
411,17,61,859,Human
412,241,96,179,Human
413,242,94,466,Human
414,243,20,732,Human
415,244,1,1290,Human
416,17,61,580,Human
417,71,61,1415,Human
418,245,144,1290,Human
419,246,195,1291,Human
420,247,20,1496,Human
421,237,196,200,Human
422,182,197,317,Human
423,88,198,65,Human
424,248,1,604,Human
425,249,1,1458,Human
426,56,37,1767,Human
427,71,199,1125,Human
428,17,120,1660,Human
429,180,160,967,Human
430,186,197,455,Human
431,186,120,11,Human
432,198,130,1160,Human
433,189,159,591,Human
434,175,83,112,Human
435,169,46,1452,Human
436,250,133,416,Human
437,251,126,30,Human
438,252,200,531,Human
439,38,201,651,Human
440,64,0,373,Human
441,253,1,1004,Human
442,254,3,1216,Human
443,255,198,265,Human
444,252,28,1745,Human
445,256,179,356,Human
446,63,202,888,Human
447,257,203,418,Human
448,258,77,1018,Human
449,147,204,405,Human
450,259,100,764,Human
451,227,205,962,Human
452,195,206,1330,Human
453,77,207,1655,Human
454,260,39,716,Human
455,242,6,405,Human
456,261,208,993,Human
457,125,24,1000,Human
458,262,140,1198,Human
459,125,89,419,Human
460,263,89,142,Human
461,147,20,1161,Human
462,264,209,477,Human
463,248,210,221,Human
464,265,5,1121,Human
465,66,13,502,Human
466,266,6,277,Human
467,238,211,877,Human
468,267,212,334,Human
469,148,213,1538,Human
470,268,214,901,Human
471,269,191,1058,Human
472,270,69,927,Human
473,271,20,883,Human
474,148,191,1690,Human
475,272,215,1665,Human
476,273,216,1585,Human
477,274,5,1616,Human
478,275,217,716,Human
479,276,20,393,Human
480,277,23,1250,Human
481,278,174,1683,Human
482,279,20,212,Human
483,280,92,1655,Human
484,281,28,129,Human
485,282,6,627,Human
486,283,3,1793,Human
487,284,84,201,Human
488,285,5,1243,Human
489,286,5,1713,Human
490,287,218,1381,Human
491,234,52,272,Human
492,198,0,1672,Human
493,10,219,1320,Human
494,288,220,1388,Human
495,289,73,1373,Human
496,290,20,272,Human
497,269,142,425,Human
498,17,79,1042,Human
499,291,221,679,Human
500,198,68,564,Human
501,292,214,506,Human
502,293,222,896,Human
503,294,92,500,Human
504,74,3,1652,Human
505,295,223,908,Human
506,296,224,1508,Human
507,297,225,1585,Human
508,298,5,516,Human
509,299,23,772,Human
510,300,5,97,Human
511,301,226,634,Human
512,0,5,60,Human
513,121,227,56,Human
514,99,61,1478,Human
515,302,228,192,Human
516,268,39,1641,Human
517,303,23,173,Human
518,137,229,1463,Human
519,304,160,291,Human
520,125,39,1261,Human
521,305,19,1402,Human
522,306,39,779,Human
523,198,6,1667,Human
524,7,230,1197,Human
525,99,191,1301,Human
526,307,39,319,Human
527,308,51,474,Human
528,147,231,1272,Human
529,309,24,243,Human
530,310,132,1257,Human
531,286,50,133,Human
532,109,232,823,Human
533,311,120,239,Human
534,300,0,1004,Human
535,312,0,1366,Human
536,313,0,728,Human
537,314,0,1703,Human
538,138,233,1576,Human
539,313,0,890,Human
540,215,234,561,Human
541,274,212,1678,Human
542,222,20,1003,Human
543,315,20,151,Human
544,138,118,1338,Human
545,316,61,1580,Human
546,150,235,367,Human
547,317,122,967,Human
548,318,89,1318,Human
549,319,20,663,Human
550,181,5,1725,Human
551,307,4,1664,Human
552,126,223,528,Human
553,320,157,95,Human
554,321,236,1386,Human
555,275,223,1007,Human
556,322,133,45,Human
557,0,66,1700,Human
558,10,18,1722,Human
559,238,9,815,Human
560,304,237,801,Human
561,138,39,848,Human
562,235,24,84,Human
563,323,61,752,Human
564,234,39,286,Human
565,234,39,163,Human
566,291,39,1494,Human
567,324,39,182,Human
568,325,238,1442,Human
569,259,80,1585,Human
570,150,239,169,Human
571,326,122,769,Human
572,33,81,1196,Human
573,327,240,1777,Human
574,328,241,458,Human
575,17,35,399,Human
576,278,220,529,Human
577,17,3,1018,Human
578,329,0,759,Human
579,126,0,1455,Human
580,130,61,1388,Human
581,84,242,167,Human
582,330,228,172,Human
583,22,191,459,Human
584,331,0,1754,Human
585,138,243,1646,Human
586,331,0,40,Human
587,138,243,1240,Human
588,320,244,1357,Human
589,115,245,118,Human
590,147,246,1024,Human
591,332,181,541,Human
592,333,247,200,Human
593,334,248,1738,Human
594,335,5,1045,Human
595,336,249,872,Human
596,33,250,431,Human
597,337,13,183,Human
598,135,251,1683,Human
599,123,252,1678,Human
600,250,13,1466,Human
601,210,253,56,Human
602,85,79,906,Human
603,288,254,1756,Human
604,338,31,58,Human
605,339,110,1060,Human
606,340,255,764,Human
607,293,255,967,Human
608,106,205,290,Human
609,128,148,1461,Human
610,341,256,755,Human
611,63,257,14,Human
612,342,257,485,Human
613,343,111,689,Human
614,136,258,1289,Human
615,135,259,253,Human
616,344,260,930,Human
617,345,261,294,Human
618,346,262,1565,Human
619,340,72,1273,Human
620,67,216,220,Human
621,227,113,1287,Human
622,118,263,1753,Human
623,118,102,277,Human
624,135,264,1341,Human
625,347,265,713,Human
626,76,266,851,Human
627,293,267,615,Human
628,339,249,71,Human
629,348,92,1182,Human
630,8,268,1668,Human
631,349,66,1676,Human
632,350,92,1593,Human
633,351,253,830,Human
634,352,84,762,Human
635,353,104,349,Human
636,353,79,977,Human
637,354,84,1377,Human
638,355,269,155,Human
639,356,270,1095,Human
640,357,255,677,Human
641,8,271,1313,Human
642,358,72,1129,Human
643,347,272,1616,Human
644,359,0,75,Human
645,360,273,600,Human
646,178,274,1555,Human
647,361,269,1360,Human
648,362,261,1317,Human
649,363,264,1317,Human
650,364,72,176,Human
651,284,92,1120,Human
652,365,92,520,Human
653,366,232,970,Human
654,129,275,378,Human
655,367,92,1439,Human
656,368,92,1237,Human
657,281,19,1491,Human
658,365,84,1597,Human
659,3,72,1011,Human
660,119,84,1625,Human
661,369,276,664,Human
662,3,13,259,Human
663,370,13,15,Human
664,371,277,156,Human
665,352,66,608,Human
666,372,93,1666,Human
667,373,278,1006,Human
668,104,13,742,Human
669,178,279,622,Human
670,374,55,1569,Human
671,135,280,783,Human
672,373,281,981,Human
673,372,260,798,Human
674,375,255,1603,Human
675,106,85,1295,Human
676,124,4,1033,Human
677,106,257,1461,Human
678,373,282,399,Human
679,67,28,886,Human
680,376,283,553,Human
681,341,284,1787,Human
682,377,35,206,Human
