detid,flow
-186623965#14,33
-186623965#16,11
-22917421#14,20
-23283579#0,3
-23283579#1,3
-23648008#0,53
-23648008#1,13
-25166682#0,53
-28675510#3,1
-28675510#5,3
-297047307,54
-297047310#2,23
-297047310#3,23
-309744810#1,17
-4936412,47
-8716807#0,12
-8716807#4,12
-8716807#5,12
133081985#0,44
133081985#1,44
133081987#0,47
133081987#3,64
186623965#15,0
22917421#5,3
22959550#0,30
22959550#1,18
22959550#3,18
22959550#4,18
23283435#1,3
23647126,12
23648008#1,13
23686088#0,47
23686088#1,47
23840713#0,60
23840971,59
28675510#0,59
28675510#1,78
28675510#4,20
297047310#4,1
