detid,flow
-186623965#14,33
-186623965#16,11
-22917421#14,20
-23283579#0,13
-23283579#1,13
-23648008#0,53
-23648008#1,6
-25166682#0,53
-28675510#3,7
-28675510#5,14
-297047307,53
-297047310#2,34
-297047310#3,34
-309744810#1,7
-4936412,47
-8716807#0,5
-8716807#4,5
-8716807#5,5
133081985#0,34
133081985#1,34
133081987#0,47
133081987#3,54
186623965#15,0
22917421#5,14
22959550#0,19
22959550#1,14
22959550#3,14
22959550#4,14
23283435#1,13
23647126,5
23648008#1,6
23686088#0,47
23686088#1,47
23840713#0,60
23840971,60
28675510#0,52
28675510#1,73
28675510#4,20
297047310#4,0
